,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
200,원샷원킬! 직업상담사2급 필기대비반,한국이러닝협회,56,303240,500,32.5,42,서울,구로구
201,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,56,531630,500,29.3,42,서울,영등포구
202,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,,서울,구로구
203,원샷원킬! 직업상담사2급 필기실기 종합반,한국이러닝협회,56,461890,500,32.5,45,서울,구로구
204,원샷원킬! 직업상담사2급 실기대비반,한국이러닝협회,28,166620,500,32.5,39,서울,구로구
205,합격부터 취업까지! 직업상담사 2급 실기,사단법인 한국에듀테크산업협회,28,160380,500,,,서울,강남구
206,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,33,서울,구로구
207,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,,서울,구로구
208,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,,서울,구로구
209,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,187110,500,29.3,,서울,영등포구
210,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,,서울,구로구
211,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,44,서울,구로구
212,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,50,부산,동구
213,인지활동전문강사,가람직업전문학교,25,992700,15,,55,대구,수성구
214,직업상담사2급 자격증 취득(1차 필기),양산직업학교,24,449890,20,58.8,38,경남,양산시
215,직업상담사2급자격시험 대비반,안산여성인력개발센터,45,1156860,20,44.2,38,경기,안산시
216,"직업상담사2급(1,2차)취득",서울특별시서부여성발전센터,40,1028320,17,36.4,43,서울,양천구
217,직업상담사 2급 자격증 취득(필기+실기),은평여성인력개발센터,45,1156860,20,33.7,40,서울,은평구
218,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,42,전북,전주시
219,직업상담사 2급(1차+2차)자격증 취득,종로여성인력개발센터,43,1105440,25,49,39,서울,종로구
220,직업상담사 2급 자격증 취득(1차+2차)종합반,스카우트부설평생교육원,34,1298250,25,43.8,39,서울,강남구
221,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,54,부산,동구
222,"직업상담사 2급 자격 취득과정(1차필기, 2차실기 통합반)",영남직업능력개발원,47,1523190,20,43.4,39,대구,달서구
223,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,28,706970,15,48.8,35,대전,서구
224,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,28,서울,구로구
225,원샷원킬! 직업상담사2급 실기대비반,한국이러닝협회,28,166620,500,32.5,,서울,구로구
226,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,46,서울,구로구
227,원샷원킬! 청소년상담사3급 자격대비반,한국이러닝협회,56,599220,500,,24,서울,구로구
228,청소년상담사 3급 합격반(이론+기출),한국이러닝협회,56,424710,500,,,서울,구로구
229,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,41,서울,구로구
230,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,51,서울,구로구
231,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,39,서울,구로구
232,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,61,서울,구로구
233,원샷원킬! 청소년상담사2급 자격대비반,한국이러닝협회,56,603400,500,,40,서울,구로구
234,원샷원킬! 직업상담사2급 필기실기 종합반,한국이러닝협회,56,461890,500,32.5,39,서울,구로구
235,원샷원킬! 직업상담사2급 필기대비반,한국이러닝협회,56,303240,500,32.5,51,서울,구로구
236,합격부터 취업까지! 직업상담사 2급 실기,사단법인 한국에듀테크산업협회,28,160380,500,,,서울,강남구
237,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,,부산,동구
238,직업상담사(1차+2차)자격증,윤성회계캐드컴퓨터학원,50,1285400,20,33.3,33,대구,북구
239,직업상담사2급 2차실기과정,주식회사 한국상담심리평생교육원,6,289210,20,,,경기,하남시
240,직업상담사2급 취득,주경야독 직업전문학교,43,1388230,30,45.7,38,서울,금천구
241,(과정평가형자격)직업상담사2급취득과정,현대직업전문학교,89,3603430,20,49.1,39,광주,서구
