,Unnamed: 0,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
1050,1586,"3D프린터 활용 제품디자인 설계 제작(캐드,맥스,라이노) B",더조은컴퓨터아카데미,90,4045680,20,72.2,30.0,08_문화 예술 디자인 방송,디자인
1051,1587,[플립드러닝] 멀티미디어콘텐츠제작(영상편집&웹제작)구직자과정,그린컴퓨터아카데미 신촌,106,5171730,23,70.5,27.0,08_문화 예술 디자인 방송,웹
1052,1588,(게임콘텐츠제작) 게임 프로그래밍 및 네트워크 전문가 양성과정 (13),아텐츠게임아카데미,116,4689050,30,54.4,23.0,08_문화 예술 디자인 방송,게임
1053,1589,2D그래픽자격취득(포토샵+일러스트),신세계회계컴퓨터전문학원,30,766280,10,32.1,28.0,08_문화 예술 디자인 방송,포토샵
1054,1590,웹퍼블리셔(UIUX반응형웹디자인)전문가 양성과정(B),그린컴퓨터아카데미 수원,95,4270440,24,64.2,25.0,08_문화 예술 디자인 방송,디자인
1055,1593,"광고영상편집&모션그래픽(포토,일러,인디,프리미어,에펙,C4D)",윤성회계캐드컴퓨터학원,44,1236180,10,40.5,36.0,08_문화 예술 디자인 방송,영상
1056,1595,"광고영상편집&모션그래픽(포토,일러,인디,프리미어,에펙,C4D)",윤성회계캐드컴퓨터학원,48,1236180,10,40.5,30.0,08_문화 예술 디자인 방송,영상
1057,1596,"게임콘텐츠(유니티(Unity) 2D, 3D게임프로그래밍) 제작 실무자 양성",서울IT직업전문학교,108,5358660,20,36.8,30.0,08_문화 예술 디자인 방송,게임
1058,1597,"영상편집&모션그래픽제작(프리미어,에펙)",더조은컴퓨터학원,24,1067610,20,38.1,30.0,08_문화 예술 디자인 방송,영상
1059,1598,"실내건축설계디자인[캐드(CAD),맥스(MAX)] 양성과정 (N.01)",강남 그린컴퓨터아카데미,110,4523290,20,66.0,25.0,08_문화 예술 디자인 방송,디자인
1060,1599,반응형(웹퍼블리셔)&스마트앱디자인,(재)부산인재개발원 부산직업전문학교,117,3933300,25,48.9,34.0,08_문화 예술 디자인 방송,디자인
1061,1600,스마트기기 UI/UX 웹디자인&웹퍼블리셔 실무 B,하이미디어아카데미인재개발원,95,4270440,22,72.9,25.0,08_문화 예술 디자인 방송,디자인
1062,1602,웹표준과 접근성을 고려한 반응형 웹사이트 제작,(주)탑디자인학원,40,899040,10,55.4,24.0,08_문화 예술 디자인 방송,웹사이트
1063,1603,3차원 디자인(설계) 기반 3D프린터 활용 기능 인력 양성 과정,(주)미래인재개발원,102,3989490,24,23.1,29.0,08_문화 예술 디자인 방송,디자인
1064,1604,"그래픽디자인입문(포토샵,일러스트)양성",인천구월그린컴퓨터아트학원,24,674280,20,43.2,29.0,08_문화 예술 디자인 방송,디자인
1065,1606,스마트UI 웹디자인(웹퍼블리셔)양성B,신한양직업전문학교,76,3371400,20,69.2,25.0,08_문화 예술 디자인 방송,디자인
1066,1607,(게임콘텐츠) 3D 게임콘텐츠 영상디자인 제작 양성 과정,(주)하우온라인게임스쿨,122,5358660,20,42.0,25.0,08_문화 예술 디자인 방송,디자인
1067,1609,"컴퓨터그래픽(포토샵,일러스트,인디자인) 양성과정",더조은컴퓨터아트학원,36,1011420,24,52.0,31.0,08_문화 예술 디자인 방송,디자인
1068,1610,"웹디자인기능사(HTML5,CSS3,JQ) 취득 및 실무양성(B)",인천 그린컴퓨터아카데미,82,3539400,20,72.7,25.0,08_문화 예술 디자인 방송,디자인
1069,1611,4차산업기반 3D프린터 운용 및 설계제작,아성직업전문학교,86,3371400,22,81.0,31.0,08_문화 예술 디자인 방송,3D프린터
1070,1612,"시각,편집디자인(포토샵,일러스트,인디자인,GTQ자격)",(주)허브컴퓨터회계아트학원,40,899040,14,45.3,32.0,08_문화 예술 디자인 방송,디자인
1071,1613,게임그래픽 전문가 양성,엔조이씨지(EnjoyCG),120,3364740,19,26.3,28.0,08_문화 예술 디자인 방송,게임
1072,1614,[과정평가형]스마트 UXUI 디지털디자인 및 웹디자인기능사 자격증취득과정 B,이젠IT컴퓨터아카데미,86,3539400,20,70.0,26.0,08_문화 예술 디자인 방송,디자인
1073,1615,디지털UI/UX 웹디자인(웹퍼블리셔) 전문가 취업과정-A,하이미디어IT융합인재개발원,98,4270440,20,63.6,23.0,08_문화 예술 디자인 방송,디자인
1074,1616,"디지털영상편집디자인(프리미어,에펙)",더조은퍼스트컴퓨터바리스타학원,34,758560,20,35.2,26.0,08_문화 예술 디자인 방송,디자인
1075,1617,"(게임콘텐츠제작)게임콘텐츠제작&영상편집(프리미어,에펙,MAX)실무과정",(주)누리마루학원,154,4797870,27,42.3,25.0,08_문화 예술 디자인 방송,게임
1076,1618,웹디자인(웹퍼블리셔)UIUX프론트앤드양성과정,더조은컴퓨터아카데미,80,3584920,20,72.2,27.0,08_문화 예술 디자인 방송,디자인
1077,1619,(디지털디자인) UI/UX 웹디자인&웹퍼블리셔(Adobe XD),하이미디어컴퓨터학원,105,4270440,22,71.4,27.0,08_문화 예술 디자인 방송,디자인
1078,1620,스마트UI/UX웹디자인(웹퍼블리셔)취업과정 E-3,그린컴퓨터아카데미 부산,98,4270440,20,63.4,24.0,08_문화 예술 디자인 방송,디자인
1079,1621,PhotoShop(포토샵) CC 한번에 끝내기,(사)한국디지털컨버전스협회,28,62370,500,41.0,24.0,08_문화 예술 디자인 방송,포토샵
1080,1624,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,41.0,08_문화 예술 디자인 방송,일러스트
1081,1625,미래의 예측! 빅데이터 활용과 한 눈에 보는 인포그래픽,사단법인 한국에듀테크산업협회,28,62370,500,33.3,36.0,08_문화 예술 디자인 방송,인포그래픽
1082,1633,업무에 통하는 일러스트+포토샵 CS6,사단법인 한국에듀테크산업협회,28,121770,500,33.3,40.0,08_문화 예술 디자인 방송,포토샵
1083,1634,[탑강] UX디자인 7가지 비밀,한국이러닝협회,40,149770,500,25.0,32.0,08_문화 예술 디자인 방송,디자인
1084,1637,웹디자인(웹퍼블리셔)프론트앤드실무자양성_혼합훈련,인천더조은컴퓨터아트학원,88,3859930,20,70.2,28.0,08_문화 예술 디자인 방송,디자인
1085,1638,그래픽디자인과영상편집모션그래픽(프리미어/에펙),배움회계캐드컴퓨터학원,55,1236180,15,43.6,32.0,08_문화 예술 디자인 방송,디자인
1086,1639,"시각영상편집디자인(일러스트,포토샵,프리미어,에펙,모션그래픽)양성과정",그린컴퓨터아카데미 부산,48,1067610,20,54.5,27.0,08_문화 예술 디자인 방송,디자인
1087,1640,"GTQ취득과정(포토샵,일러스트)",세종IT직업전문학교,25,561900,20,66.7,31.0,08_문화 예술 디자인 방송,포토샵
1088,1641,"웹툰,이모티콘,동화캐릭터일러스트실기",서울일러스트미술학원,40,1495440,15,40.0,28.0,08_문화 예술 디자인 방송,웹
1089,1644,"시각디자인 (일러스트레이터,포토샵) 과정",그린컴퓨터아카데미 수원,32,899040,22,45.3,35.0,08_문화 예술 디자인 방송,디자인
1090,1645,"[과정평가형 국가기술자격증 취득] 실내인테리어건축설계(캐드,스케치업)B",이젠아카데미평생교육원,97,4228000,20,87.2,25.0,08_문화 예술 디자인 방송,캐드
1091,1646,[과정평가형]실내건축기능사(실내건축 인테리어 디자인),그린컴퓨터아카데미,75,3539400,20,66.7,28.0,08_문화 예술 디자인 방송,디자인
1092,1647,"(시각디자인-GTQ취득)(포토샵1급,일러스트1급)그래픽디자인",신영진컴퓨터학원,27,455130,10,49.0,25.0,08_문화 예술 디자인 방송,디자인
1093,1649,[국기] 스마트기기 UXUI디자인양성과정,SBS아카데미 컴퓨터아트학원,150,3371400,23,70.6,25.0,08_문화 예술 디자인 방송,디자인
1094,1652,(시각디자인)색채시각디자인,(재)이찬 경남직업능력개발원,88,3427590,24,61.8,29.0,08_문화 예술 디자인 방송,디자인
1095,1653,"시각디자인(일러,포토,인디자인,GTQ자격증,컴퓨터그래픽스(실기))",이젠컴퓨터아트서비스학원,48,1348560,10,47.4,25.0,08_문화 예술 디자인 방송,디자인
1096,1654,게임 2D그래픽 및 웹툰 제작자 양성과정,서울게임학원,120,2243160,20,58.9,23.0,08_문화 예술 디자인 방송,웹
1097,1655,"영상편집(프리미어, 애펙) 디자인 제작",더조은아카데미,90,1517130,20,41.2,38.0,08_문화 예술 디자인 방송,디자인
1098,1656,"포토샵&일러스트(기초부터실무)및 GTQ 취득과정(포토샵1급,일러스트1급)",신영진컴퓨터학원,54,899040,10,49.0,28.0,08_문화 예술 디자인 방송,포토샵
1099,1659,"시각디자인실무 양성(포토샵,일러스트,컴퓨터그래픽스)",대화직업능력개발원,32,1067610,10,52.8,33.0,08_문화 예술 디자인 방송,디자인
1100,1660,"[멀티미디어콘텐츠제작]영상콘텐츠(프리미어,에펙,영상편집)_원격보조",주식회사 이젠컴퓨터아카데미,90,4854320,20,69.7,25.0,08_문화 예술 디자인 방송,영상
1101,1661,모바일 UI/UX 반응형 웹디자인(웹퍼블리셔)(B),이젠아카데미평생교육원,90,4045680,20,83.9,24.0,08_문화 예술 디자인 방송,디자인
1102,1662,UI/UX 반응형 웹디자인&웹퍼블리셔(디자인&코딩) 양성과정 (N.01) G,강남 그린컴퓨터아카데미,95,4270440,30,66.0,25.0,08_문화 예술 디자인 방송,디자인
1103,1664,"광고홍보 영상콘텐츠제작(프리미어,에프터이펙트,포토샵,일러스트)",이젠아카데미,60,1869300,20,60.5,27.0,08_문화 예술 디자인 방송,포토샵
1104,1665,스마트기기 UX/UI디자인 양성과정,SBS아카데미컴퓨터아트학원 대전,120,3371400,20,77.8,23.0,08_문화 예술 디자인 방송,디자인
1105,1666,코딩을 활용한 디지털웹디자인(UI&UX),이젠컴퓨터아트서비스학원,120,3371400,20,65.2,28.0,08_문화 예술 디자인 방송,디자인
1106,1667,실내건축산업기사취득과정(B),이젠컴퓨터아트서비스학원,123,3714600,20,65.2,29.0,08_문화 예술 디자인 방송,실내건축
1107,1668,게임 3D 그래픽 디자인 제작 양성과정,서울게임아트학원,120,2243160,12,51.1,21.0,08_문화 예술 디자인 방송,디자인
1108,1670,"3D프린터 활용 제품디자인 설계제작(캐드,맥스,라이노)A",더조은컴퓨터아카데미,88,3933300,25,61.2,27.0,08_문화 예술 디자인 방송,디자인
1109,1671,(일반고-원격)스마트문화앱콘텐츠 개발자 양성과정,new광주직업전문학교(북구),88,3297120,20,33.3,,08_문화 예술 디자인 방송,콘텐츠
1110,1672,"시각옥외광고디자인(포토샵,일러스트,인디자인) 광고출판편집 실무과정",그린컴퓨터아트학원,85,3820920,20,66.3,24.0,08_문화 예술 디자인 방송,디자인
1111,1673,"포트폴리오를 위한 시각디자인(포토샵,일러스트,인디자인)",(주)한양능력개발원,45,1011420,20,38.2,32.0,08_문화 예술 디자인 방송,디자인
1112,1674,"[디지털웹디자인]그래픽디자인(일러스트,포토샵)",에듀윌 직업능력교육원 구로센터,40,899040,20,53.3,31.0,08_문화 예술 디자인 방송,디자인
1113,1675,시각편집(포토샵+일러스트+인디자인)GTQ그래픽기술자격증 취득과정,노원 그린컴퓨터아카데미,32,899040,20,53.8,29.0,08_문화 예술 디자인 방송,디자인
1114,1677,"스튜디오 및 쇼핑몰사진촬영, 사진기능사취득과정",서울사진미디어컴퓨터학원,78,2083840,18,43.4,32.0,08_문화 예술 디자인 방송,문화&예술
1115,1679,편집(시각)디자인(포토샵+일러스트+GTQ자격증)과정,그린컴퓨터아카데미 신촌,38,1067610,20,53.7,26.0,08_문화 예술 디자인 방송,디자인
1116,1681,멀티미디어콘텐츠제작 UI/UX 스마트웹디자인(웹퍼블리셔) 취업과정 G,그린컴퓨터아카데미 부산,110,5296350,20,39.7,25.0,08_문화 예술 디자인 방송,디자인
1117,1683,UI/UX 반응형 웹디자인&웹퍼블리셔 (디자인&코딩) 실무취업과정,그린컴퓨터아트학원,93,4158060,20,66.3,25.0,08_문화 예술 디자인 방송,디자인
1118,1684,(2020과정평가) 실내건축산업기사B_노원,노원 그린컴퓨터아카데미,90,4348800,20,70.0,27.0,08_문화 예술 디자인 방송,실내건축
1119,1687,"시각영상편집디자인(일러스트,포토샵,프리미어,에펙,모션그래픽)양성과정",그린컴퓨터아카데미 부산,38,1067610,20,54.5,,08_문화 예술 디자인 방송,디자인
1120,1688,"유튜브크리에이터 영상편집(프리미어,에펙)-시각디자인",주식회사 이젠컴퓨터아카데미,24,1067610,20,60.4,27.0,08_문화 예술 디자인 방송,디자인
1121,1689,"GTQ자격증(포토샵,일러스트)-시각디자인",주식회사 이젠컴퓨터아카데미,28,786660,20,60.4,28.0,08_문화 예술 디자인 방송,디자인
1122,1690,"멀티미디어콘텐츠제작&영상편집(프리미어,에프터이펙트,시네마4D)양성과정",그린컴퓨터아트학원,107,5296350,20,33.3,26.0,08_문화 예술 디자인 방송,영상
1123,1691,"스마트콘텐츠 디자인&영상편집(프리미어,애펙)",더조은컴퓨터아트학원,50,1246200,20,37.8,26.0,08_문화 예술 디자인 방송,디자인
1124,1694,"영상제작(영상편집, 모션그래픽, 영상촬영)양성 훈련 1",(재)한국아이티교육재단 한국IT아카데미 구로,98,4407480,20,69.2,24.0,08_문화 예술 디자인 방송,영상
1125,1695,"광고콘텐츠영상제작(프리미어,애펙)+유튜브크리에이터",레브아트컴퓨터학원,60,1869300,20,36.4,33.0,08_문화 예술 디자인 방송,영상
1126,1696,게임 2D그래픽 전문가 양성과정,서울게임학원,120,2243160,20,58.9,25.0,08_문화 예술 디자인 방송,게임
1127,1698,영상제작_원격보조훈련A,방송정보국제교육원,88,4407480,30,79.9,26.0,08_문화 예술 디자인 방송,영상
1128,1699,"GTQ그래픽전문가(포토샵,일러스트)자격취득 1급 대비",하우디자인캐드학원,30,674280,10,43.9,29.0,08_문화 예술 디자인 방송,포토샵
1129,1700,(게임콘텐츠제작) 온라인게임 프로그래밍 제작자 양성과정 (11),아텐츠게임아카데미,116,4689050,30,54.4,25.0,08_문화 예술 디자인 방송,게임
1130,1701,시각디자인(일러스트&포토샵),더조은퍼스트컴퓨터바리스타학원,25,561900,20,35.2,34.0,08_문화 예술 디자인 방송,디자인
1131,1702,(과정평가형 자격)실내건축기사 취득과정 B(실내건축디자인취업과정),그린컴퓨터아트학원,120,5160300,20,76.9,24.0,08_문화 예술 디자인 방송,디자인
1132,1703,"디지털영상편집디자인(프리미어,에펙)",부산더조은직업전문학교,35,1573320,20,43.8,34.0,08_문화 예술 디자인 방송,디자인
1133,1704,"웹디자인(웹퍼블리셔)양성 (HTML5,CSS3,Javascript,jQuery)",더조은퍼스트컴퓨터바리스타학원,26,730470,20,35.2,27.0,08_문화 예술 디자인 방송,디자인
1134,1706,쇼핑몰구축과 웹디자인실무,인컴트랜드평생교육원,49,1629510,20,76.3,31.0,08_문화 예술 디자인 방송,디자인
1135,1707,"디지털영상편집디자인(프리미어,에펙)",더조은퍼스트컴퓨터바리스타학원,34,758560,20,35.2,31.0,08_문화 예술 디자인 방송,디자인
1136,1708,그래픽디자인(포토샵+일러스트+인디자인+포트폴리오+그래픽스운용자격증),배움회계캐드컴퓨터학원,50,1123800,10,43.6,30.0,08_문화 예술 디자인 방송,디자인
1137,1714,스마트기기 UI/UX 웹퍼블리셔 B,이젠컴퓨터아트학원,91,3933300,30,73.8,25.0,08_문화 예술 디자인 방송,웹
1138,1715,[핵심쏙쏙]GTQ 1급 자격증(포토샵+일러스트),신청산컴퓨터학원,15,373860,10,45.2,25.0,08_문화 예술 디자인 방송,포토샵
1139,1717,쉽게 배우는 일러스트CC,(사)한국디지털컨버전스협회,28,62370,500,41.0,36.0,08_문화 예술 디자인 방송,일러스트
