,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS,과정,지역1,지역2
206,요양보호사자격취득과정,범계요양보호사교육원,30,499920,40,50.5,56.0,06_보건의료,요양보호사,,
207,간호조무사자격취득과정(주간C),덕천간호학원,191,2903200,30,74.7,29.0,06_보건의료,간호조무사,,
208,요양보호사(표준교육과정),안양벧엘요양보호사교육원,30,550000,24,60.9,54.0,06_보건의료,요양보호사,,
209,요양보호사 자격 취득과정,부경요양보호사교육원,30,600000,40,50.9,56.0,06_보건의료,요양보호사,,
210,요양보호사 자격증 취득과정,큰사랑요양보호사교육원,30,450000,40,90.0,51.0,06_보건의료,요양보호사,,
211,요양보호사 자격 취득과정,당감요양보호사교육원,35,600000,39,67.1,53.0,06_보건의료,요양보호사,,
212,요양보호사양성(실업자),강릉요양보호사교육원,36,549840,40,61.2,54.0,06_보건의료,요양보호사,,
213,요양보호사국가자격증취득과정,다사랑요양보호사교육원,30,640080,30,61.4,53.0,06_보건의료,요양보호사,,
214,요양보호사 자격 취득과정,삼척요양보호사교육원,30,552000,35,79.7,52.0,06_보건의료,요양보호사,,
215,요양보호사 실업자과정(주간),인천서부요양보호사교육원,32,570000,40,46.2,54.0,06_보건의료,요양보호사,,
216,요양보호사 국가자격증취득 & 취업 연계과정,온양요양보호사교육원,33,529920,28,57.1,58.0,06_보건의료,요양보호사,,
217,요양보호사 자격 취득과정,김포요양보호사교육원,30,600000,40,52.4,57.0,06_보건의료,요양보호사,,
218,NCS 요양보호사 자격증 취득과정,영통경기요양보호사교육원,30,600000,37,38.9,55.0,06_보건의료,요양보호사,,
219,요양보호사 자격 취득과정,제이성모요양보호사교육원,30,650000,30,65.0,51.0,06_보건의료,요양보호사,,
220,요양보호사자격증취득,새희망요양보호사교육원,30,510000,33,55.2,57.0,06_보건의료,요양보호사,,
221,요양보호사 자격 취득과정,예산간호학원부설 요양보호사교육원,33,641280,30,87.5,49.0,06_보건의료,요양보호사,,
222,요양보호사자격증취득과정,부산해운대요양보호사교육원,35,600000,35,62.7,56.0,06_보건의료,요양보호사,,
223,요양보호사 양성과정,성심요양보호사교육원,30,500000,37,58.2,55.0,06_보건의료,요양보호사,,
224,요양보호사 국가자격증 취득과정(일반반),희망요양보호사교육원,30,550080,30,48.0,58.0,06_보건의료,요양보호사,,
225,요양보호사자격취득과정,서일간호학원부설요양보호사교육원,33,641520,34,56.6,56.0,06_보건의료,요양보호사,,
226,요양보호사 자격 취득과정,경기제일요양보호사교육원,30,600000,40,58.9,54.0,06_보건의료,요양보호사,,
227,요양보호사 자격 취득과정,지산요양보호사교육원,30,550080,38,59.5,59.0,06_보건의료,요양보호사,,
228,요양보호사 자격증 취득과정,대신요양보호사교육원,30,480000,30,52.3,54.0,06_보건의료,요양보호사,,
229,요양보호사 자격 취득과정,동두천간호학원요양보호사교육원,30,600000,35,65.1,54.0,06_보건의료,요양보호사,,
230,요양보호사 자격 취득과정(주간반),한양요양보호사교육원,30,480000,40,47.0,55.0,06_보건의료,요양보호사,,
231,요양보호사 국가자격증 취득과정,하단레몬요양보호사교육원,30,600000,40,49.4,54.0,06_보건의료,요양보호사,,
232,요양보호사 자격증 취득 과정,경북베델요양보호사교육원,33,640080,35,42.3,57.0,06_보건의료,요양보호사,,
233,요양보호사 자격증취득 과정,안양여성인력개발센터부설 요양보호사교육원,30,450000,22,49.6,54.0,06_보건의료,요양보호사,,
234,요양보호사 자격 취득과정,달서구요양보호사교육원,33,550080,40,40.8,55.0,06_보건의료,요양보호사,,
235,요양보호사 자격 취득과정,정상요양보호사교육원,30,540000,38,56.0,57.0,06_보건의료,요양보호사,,
236,요양보호사자격취득과정,사랑평생교육원 부설 요양보호사교육원,30,600000,40,68.9,52.0,06_보건의료,요양보호사,,
237,요양보호사 자격 취득과정,동래삼성실버요양보호사교육원,37,640080,37,59.8,55.0,06_보건의료,요양보호사,,
238,요양보호사 자격 취득 과정,e-한나요양보호사교육원,35,540000,40,62.5,57.0,06_보건의료,요양보호사,,
239,요양보호사 취득과정,호남제일간호학원부설요양보호사교육원,33,600000,30,72.0,54.0,06_보건의료,요양보호사,,
240,요양보호사 (자격취득) 양성 과정,경북요양보호사교육원,30,600000,40,65.0,52.0,06_보건의료,요양보호사,,
241,요양보호사 자격 취득과정,포천요양보호사교육원,33,510000,34,50.0,53.0,06_보건의료,요양보호사,,
242,요양보호사자격취득과정,금빛요양보호사교육원,30,500160,40,46.9,57.0,06_보건의료,요양보호사,,
243,요양보호사 자격증 취득과정,충주요양보호사교육원,32,600000,38,63.7,56.0,06_보건의료,요양보호사,,
244,요양보호사국가자격증취득과정,참사랑요양보호사교육원,30,500160,40,63.0,55.0,06_보건의료,요양보호사,,
245,요양보호사 자격 취득과정,은평엔젤요양보호사교육원,30,510000,40,50.8,56.0,06_보건의료,요양보호사,,
246,요양보호사 자격취득과정,수원행복 요양보호사 교육원,30,480000,40,58.7,56.0,06_보건의료,요양보호사,,
247,요양보호사 자격증 취득과정,가족요양보호사교육원,30,450000,35,64.7,57.0,06_보건의료,요양보호사,,
248,요양보호사 국가자격증 양성과정,햇빛요양보호사교육원,30,499920,36,66.3,55.0,06_보건의료,요양보호사,,
249,"요양보호사 자격증 취득과정(주중,주말반)",유니스타요양보호사교육원,30,540000,40,55.0,55.0,06_보건의료,요양보호사,,
250,요양보호사 자격 취득과정,증평중앙요양보호사교육원,36,500160,35,61.9,58.0,06_보건의료,요양보호사,,
251,요양보호사(표준)주간과정,익산평화요양보호사교육원,30,641280,25,47.5,53.0,06_보건의료,요양보호사,,
252,요양보호사 자격증 취득과정 (사회복지사),진해간호요양보호사교육원,12,200000,30,35.5,45.0,06_보건의료,요양보호사,,
253,"요양보호사자격취득과정(신규,2019-2)",미래요양보호사교육원,33,640800,40,54.3,57.0,06_보건의료,요양보호사,,
254,요양보호사 자격 취득과정,연세요양보호사교육원,30,450000,40,45.4,55.0,06_보건의료,요양보호사,,
255,NCS요양보호사 국가자격증과정,부모사랑제2캠퍼스요양보호사교육원,30,600000,32,75.0,56.0,06_보건의료,요양보호사,,
256,요양보호사 국가자격소지자반 (사회복지사),안성의료복지사회적협동조합 부설 안성요양보호사교육원,11,250000,30,60.9,35.0,06_보건의료,요양보호사,,
257,요양보호사 자격 취득과정,서수원간호학원부설서수원요양보호사교육원,30,500000,35,54.4,54.0,06_보건의료,요양보호사,,
258,요양보호사 자격증 취득과정,남서울요양보호사교육원,30,500160,35,69.6,57.0,06_보건의료,요양보호사,,
259,"NCS 요양보호사 국가자격증 취득과정 (중장년층,여성가장,취약계층)",천사요양보호사교육원,31,600000,35,61.4,58.0,06_보건의료,요양보호사,,
260,요양보호사 자격취득 과정,영통에이원요양보호사교육원,30,480000,33,66.7,55.0,06_보건의료,요양보호사,,
261,요양보호사 자격 취득과정,천안경희간호학원부설 요양보호사교육원,30,480000,15,72.0,57.0,06_보건의료,요양보호사,,
262,요양보호사 자격증 취득 과정,나눔요양보호사교육원,30,624000,28,43.4,54.0,06_보건의료,요양보호사,,
263,요양보호사자격증취득,굿모닝요양보호사교육원,50,641520,36,59.0,53.0,06_보건의료,요양보호사,,
264,요양보호사 자격취득과정,한국실버요양보호사교육원,30,600000,40,45.8,56.0,06_보건의료,요양보호사,,
265,NCS 요양보호사 자격 취득과정,인천일신요양보호사교육원,30,570000,40,62.2,53.0,06_보건의료,요양보호사,,
266,요양보호사자격증취득과정,정암요양보호사교육원,31,600000,38,49.2,58.0,06_보건의료,요양보호사,,
267,요양보호사 국가자격증 취득과정,미소로섬김 요양보호사교육원,30,540000,37,50.0,55.0,06_보건의료,요양보호사,,
268,요양보호사 자격취득과정,전국고용요양보호사교육원,30,540000,40,54.9,59.0,06_보건의료,요양보호사,,
269,요양보호사 자격 취득과정,해맞이요양보호사교육원,30,660000,40,58.1,53.0,06_보건의료,요양보호사,,
270,요양보호사 자격취득과정,이천요양보호사교육원,30,630000,32,60.5,57.0,06_보건의료,요양보호사,,
271,요양보호사자격증취득과정,광주사랑요양보호사교육원,30,600000,36,41.0,52.0,06_보건의료,요양보호사,,
272,요양보호사 자격증 취득과정(비NCS),마산요양보호사교육원,30,600000,25,53.2,53.0,06_보건의료,요양보호사,,
273,요양보호사자격증취득과정,어르신사랑요양보호사교육원,30,540000,30,66.0,58.0,06_보건의료,요양보호사,,
274,요양보호사 자격증취득과정,고운요양보호사교육원,30,528000,40,49.4,56.0,06_보건의료,요양보호사,,
275,요양보호사 자격 취득과정,이레요양보호사교육원,30,510000,36,50.2,54.0,06_보건의료,요양보호사,,
276,요양보호사 자격 취득과정,중앙간호학원 요양보호사교육원,30,641520,30,53.2,52.0,06_보건의료,요양보호사,,
277,요양보호사 자격 취득과정,세계로요양보호사교육원,30,641520,37,37.9,56.0,06_보건의료,요양보호사,,
278,요양보호사 자격취득과정,섬기미요양보호사교육원,30,640080,40,52.0,55.0,06_보건의료,요양보호사,,
279,요양보호사 자격취득과정,사하요양보호사교육원,30,640080,40,68.2,54.0,06_보건의료,요양보호사,,
280,요양보호사자격증과정,포항요양보호사교육원,30,540000,40,45.9,55.0,06_보건의료,요양보호사,,
281,요양보호사자격증취득과정,가족사랑광산요양보호사교육원,30,640800,40,45.7,56.0,06_보건의료,요양보호사,,
282,요양보호사 자격 취득 과정,명성요양보호사교육원,30,500160,40,62.5,56.0,06_보건의료,요양보호사,,
283,요양보호사 자격증 취득과정,서면삼성실버요양보호사교육원,30,640080,14,54.0,54.0,06_보건의료,요양보호사,,
284,요양보호사자격증취득과정,주은요양보호사교육원,30,641520,32,55.7,58.0,06_보건의료,요양보호사,,
285,요양보호사자격증취득과정,인천검단보람요양보호사교육원,30,570000,40,52.6,57.0,06_보건의료,요양보호사,,
286,요양보호사자격증취득과정,성산요양보호사교육원,30,564000,33,56.8,55.0,06_보건의료,요양보호사,,
287,요양보호사 자격취득과정(NCS과정),호남간호요양보호사교육원,30,641520,22,41.3,51.0,06_보건의료,요양보호사,,
288,요양보호사 자격 취득과정,삼성실버요양보호사교육원,39,640080,40,59.8,57.0,06_보건의료,요양보호사,,
289,요양보호사 자격증 취득과정,구미요양보호사교육원,30,600000,40,49.1,49.0,06_보건의료,요양보호사,,
290,간호조무사 자격 취득과정,한나간호학원,197,2901680,23,68.6,32.0,06_보건의료,간호조무사,,
291,요양보호사 자격취득 교육과정,더큰요양보호사교육원,30,510000,36,53.3,53.0,06_보건의료,요양보호사,,
292,요양보호사 자격 취득과정,원주간호학원부설요양보호사교육원,30,600000,30,62.6,57.0,06_보건의료,요양보호사,,
293,요양보호사 자격 취득과정,영남요양보호사교육원,30,640800,40,64.5,54.0,06_보건의료,요양보호사,,
294,요양보호사자격증취득과정,새빛요양보호사교육원,30,600000,31,57.6,53.0,06_보건의료,요양보호사,,
295,요양보호사 자격 취득과정,경북요양보호사교육원,30,600000,40,50.6,52.0,06_보건의료,요양보호사,,
296,"요양보호사 자격증취득(주간,야간)",아름다운세상만들기요양보호사교육원,30,540000,40,55.8,58.0,06_보건의료,요양보호사,,
297,요양보호사 자격증 취득(일반 NCS적용),더나은요양보호사교육원,30,600000,30,33.3,59.0,06_보건의료,요양보호사,,
298,요양보호사 취득과정,현대요양보호사교육원,30,638400,25,55.1,59.0,06_보건의료,요양보호사,,
299,요양보호사 자격 취득(오전),금정요양보호사교육원,30,600000,40,48.1,53.0,06_보건의료,요양보호사,,
300,NCS 요양보호사 자격 취득과정,성모요양보호사교육원,30,600000,38,57.3,53.0,06_보건의료,요양보호사,,
301,요양보호사 자격 취득과정,화원요양보호사교육원,38,640080,40,53.2,55.0,06_보건의료,요양보호사,,
302,요양보호사 자격증 취득,다사랑요양보호사교육원,30,641520,37,53.3,55.0,06_보건의료,요양보호사,,
303,병원코디네이터 및 상담실장 양성과정(NCS기반),종로아바CS평생교육원,22,609730,20,36.8,41.0,06_보건의료,병원코디네이터,,
304,요양보호사 자격 취득과정,예산간호학원부설 요양보호사교육원,59,641280,30,87.5,59.0,06_보건의료,요양보호사,,
305,요양보호사 자격 취득과정,케어대한요양보호사교육원,30,540000,40,51.4,53.0,06_보건의료,요양보호사,,
306,요양보호사 자격소지반(사회복지사)과정,안양벧엘요양보호사교육원,12,200000,30,60.9,50.0,06_보건의료,요양보호사,,
